,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,RA,ER,ERA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RS,RPG,TB,SLG,KP9,WP9,WHIP,Team Link,Record,ELO,ELO_Rank,ELO Delta,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,expected_wins,Wins,Losses,avg_expected_wins,total_expected_wins,rem_avg_expected_wins,rem_total_expected_wins,Projected_RPI,Conference_x,WP,OWP,OOWP,Live_RPI,Conference_y,RPI_Score,RPI,combined_rank,KPI_Score,wins_above_expected,SOR,RemSOS,SOS,bubble_expected_wins,bubble_total_expected_wins,wins_above_bubble,Prelim_WAB,KPI,Prelim_AVG,final_bubble_expected_wins,final_bubble_total_expected_wins,WAB,AVG,Resume,resume_quality,RQI,Norm_Rating,Norm_RQI,Norm_RPI,Norm_SOS,NET_Score,NET,Norm_Resume,aRQI,Q1,Q2,Q3,Q4,Rating Rank,PRR,Conference,win_percentage,completed_games,luck_pct,Luck,Remaining_Wins,Games_Remaining,Remaining_Losses,Remaining_RQ,Projected_Wins,Projected_Losses,Projected_Record,Projected_RQ,Projected_Norm_RQI,Projected_NET_Score,Projected_NET,pNET_Score,pRating,pResume_Quality,pPYTHAG,poWAR_z,pOPS,pBA,pRPG,ppWAR_z,pKP9,pWHIP,pERA,pwOBA,pwRAA,pfWAR,pISO,pwRC+,pBB%,pBABIP,pRA9,pFIP,pLOB%,pK/BB
0,Tennessee,22,696,222,0.319,10.090909090909092,31.636363636363637,0.31896551724137934,164,7.454545454545454,180.0,57,42,2.1,540,166,21,0.971,7.545454545454546,0.9545454545454546,26,0.459,1.1818181818181819,236,10.727272727272727,436,0.626,12.8,3.0,0.98,/baseball/2025/schedule/Tennessee,22-2,1744.54,1,,1.085,0.931,0.44786903440621534,174.60092449290877,2.787676914469105,1.7275889732880714,4.5152658877571765,0.3074712643678161,214.33633802739314,0.18201997780244172,0.23587570621468926,2.8499999999999996,0.02481822313110658,0.8389254703998321,4.28,8.06,20.288300000000003,22,2,0.4503791666666666,10.809099999999999,0.28141875000000005,9.005400000000002,1,SEC,0.9166666666666666,0.5761672084408272,0.5684556055436786,1,SEC,0.6650311396542048,3,1,0.9459998032407406,11.19,3,21,88,0.6814708333333334,16.3553,5.92,1,2,2.0,0.6700708333333334,16.0817,1,2.0,2,3.4747999999999992,2,1.0,0.9963530457866725,0.9936526212675697,0.6629031938672206,0.9874462916286547,1,0.9797341505496948,2,6-2,1-0,4-0,11-0,1,1,SEC,0.9166666666666666,24.0,0.07132083333333317,73.0,24.0,32,8.0,9.8182,46.0,10.0,46-10,13.293,1.0,0.983145159693361,1,99,99,99,99,99,99,91,99,98,98,99,99,99,99,99,99,99,98,39,99,99,99,99
1,Arkansas,22,711,229,0.322,10.409090909090908,32.31818181818182,0.32208157524613223,120,5.454545454545454,182.0,74,70,3.46,546,171,10,0.986,7.7727272727272725,0.45454545454545453,34,0.438,1.5454545454545454,206,9.363636363636363,418,0.588,10.8,2.82,1.15,/baseball/2025/schedule/Arkansas,22-2,1725.11,3,+1,1.026,0.867,0.4275568181818182,133.04194680611775,2.1241466208989284,1.4743797946703523,3.598526415569281,0.26582278481012656,189.20073844806163,0.13636363636363635,0.2524271844660194,3.659340659340659,0.47509494595384166,0.785514565251221,3.84,6.88,20.273000000000007,22,2,0.4612125000000002,11.069100000000004,0.27041875000000015,8.653400000000005,10,SEC,0.9166666666666666,0.5809188374977848,0.5415708868237339,2,SEC,0.6617669989959872,5,3,0.938039826388889,10.93,4,19,105,0.7269458333333333,17.4467,4.85,5,4,4.3,0.7147833333333331,17.154799999999994,5,4.3,4,2.5406000000000013,5,0.9213333333333333,0.9562236626760655,0.9862106370716257,0.6419869898735866,0.9332447605596165,2,0.9405623381474755,5,5-2,4-0,2-0,11-0,3,3,SEC,0.9166666666666666,24.0,0.07195833333333301,72.0,22.0,32,10.0,7.842499999999997,44.0,12.0,44-12,10.383099999999999,0.9407069764409107,0.9160841555587559,3,99,98,98,98,97,97,93,93,94,93,96,92,96,97,97,98,96,82,64,97,97,97,99
2,Georgia,23,766,243,0.317,10.565217391304348,33.30434782608695,0.31723237597911225,159,6.913043478260869,198.0,116,109,4.95,594,217,15,0.982,9.434782608695652,0.6521739130434783,65,0.469,2.8260869565217392,229,9.956521739130435,463,0.604,10.7,4.95,1.41,/baseball/2025/schedule/Georgia,23-2,1728.58,2,+1,1.073,0.776,0.44886,195.8641042559896,3.1271646664721273,1.4965449806007327,4.62370964707286,0.28720626631853785,215.56262048161136,0.159,0.24093264248704663,5.2727272727272725,1.1730366032513275,0.6926461790211927,2.16,5.46,19.010999999999996,23,2,0.439864,10.996599999999999,0.2585548387096774,8.015199999999998,2,SEC,0.92,0.5784123441914164,0.5718702942667678,6,SEC,0.6678151736494561,1,2,0.9557938666666667,12.0,1,13,80,0.700172,17.5043,5.8,2,1,1.3,0.6878719999999998,17.196799999999996,2,1.3,1,3.5596999999999994,1,0.8266666666666667,1.0,1.0,0.6832051050389487,0.9242578007314133,3,0.984211175561599,1,5-1,2-1,3-0,13-0,12,12,SEC,0.92,25.0,0.15956000000000026,16.0,18.0,31,13.0,5.2547999999999995,41.0,15.0,41-15,8.814499999999999,0.9087446970654038,0.8564287022647125,7,98,95,99,90,99,99,90,97,94,93,76,71,99,99,99,99,99,97,46,77,78,78,72
3,Clemson,23,716,214,0.299,9.304347826086957,31.130434782608695,0.2988826815642458,141,6.130434782608695,199.0,92,82,3.71,597,198,22,0.973,8.608695652173912,0.9565217391304348,47,0.435,2.0434782608695654,188,8.173913043478262,336,0.469,11.0,3.62,1.14,/baseball/2025/schedule/Clemson,22-3,1678.27,5,+1,0.9039999999999999,0.787,0.38981740064446835,67.06136090516745,1.070701132832826,1.955947648355236,3.026648781188062,0.17039106145251395,142.49963616082567,0.1514500537056928,0.2564450474898236,4.160804020100502,0.6395037559988083,0.7287110861721234,3.05,5.69,18.80689999999999,22,3,0.4197999999999999,10.494999999999997,0.26541612903225803,8.227899999999998,3,ACC,0.88,0.5913061972587385,0.5657872334626564,4,ACC,0.6625984489158299,4,5,0.90424,11.51,2,18,58,0.6784279999999998,16.960699999999996,5.35,3,6,3.7,0.6658480000000001,16.646200000000004,3,3.7,3,3.133300000000002,3,0.8420000000000001,0.981683612761333,0.9881062775513367,0.7219432019861733,0.9205082170595291,4,0.9687383418288852,3,5-2,5-1,2-0,10-0,10,10,ACC,0.88,25.0,0.12772400000000028,27.0,20.0,31,11.0,5.688300000000002,42.0,14.0,42-14,8.821600000000004,0.9088893688641838,0.8660973760881914,6,98,96,98,91,86,79,77,79,99,94,97,89,82,86,96,65,82,94,70,91,93,86,94
4,Alabama,23,776,247,0.318,10.73913043478261,33.73913043478261,0.31829896907216493,150,6.521739130434782,200.0,86,72,3.24,600,205,21,0.975,8.91304347826087,0.9130434782608695,44,0.45,1.9130434782608696,223,9.695652173913043,439,0.566,9.4,3.64,1.18,/baseball/2025/schedule/Alabama,22-3,1643.73,9,+2,1.016,0.851,0.4274416243654822,148.6782931035369,2.373796396388692,1.7450543439893162,4.118850740378008,0.24742268041237114,189.058190455787,0.15228426395939088,0.2544529262086514,3.87,0.9463062372188142,0.7631579534079027,2.59,6.05,19.2101,22,3,0.46452400000000005,11.613100000000001,0.2331833333333334,6.9955000000000025,13,SEC,0.88,0.5694976312416652,0.5719955981470425,11,SEC,0.6525670897871908,7,9,0.7880773333333334,10.39,5,7,108,0.68954,17.238500000000002,5.03,4,12,7.0,0.6787480000000001,16.968700000000002,4,7.0,6,2.579900000000001,4,0.866,0.95791182876068,0.965235567028728,0.6355933889943637,0.9129839558298494,5,0.9418477149139105,4,4-2,5-0,4-0,9-1,5,5,SEC,0.88,25.0,0.11159600000000003,33.0,18.0,30,12.0,5.9548999999999985,40.0,15.0,40-15,8.5348,0.9030454432458647,0.8711501189103573,5,98,98,98,97,97,96,91,95,98,71,94,96,96,97,98,96,96,94,67,95,85,93,86
5,Florida St.,21,737,248,0.336,11.80952380952381,35.095238095238095,0.33649932157394846,100,4.761904761904762,182.0,60,53,2.62,546,190,15,0.98,9.047619047619047,0.7142857142857143,26,0.429,1.2380952380952381,187,8.904761904761905,414,0.562,12.2,3.51,1.08,/baseball/2025/schedule/Florida-State,20-3,1656.96,7,-2,0.9910000000000001,0.889,0.4183390607101948,115.1061270369948,1.8377834710033885,1.5979790296015,3.4357625006048886,0.22523744911804613,177.79411209737185,0.1145475372279496,0.28053691275167786,2.967032967032967,0.30589732353536003,0.8365517297031221,3.46,7.27,20.159499999999994,20,3,0.47363043478260886,10.893500000000003,0.25179666666666656,7.553899999999997,7,ACC,0.8695652173913043,0.5452022597323108,0.5441018371729206,19,ACC,0.6311880056129479,18,7,0.8513430434782608,9.11,10,12,119,0.7508913043478261,17.270500000000002,3.01,13,7,10.0,0.7388086956521738,16.992599999999996,12,9.7,10,0.6604000000000001,13,0.9473333333333334,0.8754580170706667,0.9164929351363407,0.6180113538342622,0.8948619299325431,6,0.8626270648276027,14,0-1,3-1,8-1,9-0,2,2,ACC,0.8695652173913043,23.0,-0.0069347826086954,160.0,22.0,30,8.0,8.847600000000002,42.0,11.0,42-11,9.508000000000003,0.92287566783355,0.9198612848834773,2,97,99,95,99,94,94,98,89,96,97,98,98,94,94,97,91,94,45,93,98,98,99,96
6,Oklahoma,20,635,195,0.307,9.75,31.75,0.30708661417322836,112,5.6,173.0,87,78,4.06,519,171,20,0.972,8.55,1.0,15,0.416,0.75,151,7.55,325,0.512,10.7,4.27,1.37,/baseball/2025/schedule/Oklahoma,19-3,1621.06,13,+2,0.9279999999999999,0.733,0.391150895140665,58.51575559258586,0.9342620691839061,0.8099941685906145,1.7442562377745205,0.2047244094488189,144.14978518087113,0.1432225063938619,0.2642967542503864,4.526011560693642,0.9646204948166011,0.7464476679779839,2.5,4.88,15.704600000000001,19,3,0.4248272727272726,9.346199999999998,0.24444193548387108,7.577700000000004,25,SEC,0.8636363636363636,0.5453032630451985,0.5578791131917322,16,SEC,0.6326053534213604,17,13,0.805411553030303,9.65,7,10,62,0.6820681818181819,15.005500000000001,4.27,6,9,7.3,0.6696909090909092,14.733200000000002,6,7.3,7,1.8339000000000008,6,0.788,0.9258667422690156,0.9197243767605879,0.712236913195841,0.8668063265386097,7,0.9152195887962404,6,4-3,3-0,0-0,12-0,24,24,SEC,0.8636363636363636,22.0,0.14979090909090909,19.0,17.0,31,14.0,4.151600000000001,36.0,17.0,36-17,5.985500000000002,0.8511001169600176,0.8126068982918,14,97,92,97,85,82,84,84,68,79,93,80,84,83,82,83,85,83,88,78,86,84,91,83
7,LSU,22,725,250,0.345,11.363636363636363,32.95454545454545,0.3448275862068966,140,6.363636363636363,187.0,78,69,3.32,561,151,14,0.981,6.863636363636363,0.6363636363636364,41,0.468,1.8636363636363635,228,10.363636363636363,427,0.589,12.6,4.19,1.16,/baseball/2025/schedule/LSU,22-2,1704.81,4,-2,1.057,0.877,0.4405597416576964,165.7852688011806,2.6469262287031947,1.6481202636721908,4.295046492375386,0.24413793103448275,205.291364613108,0.15069967707212056,0.2895805142083897,3.7540106951871657,0.48378224686416677,0.7736553216890799,3.01,6.63,21.19169999999999,22,2,0.5838083333333334,14.0114,0.21020625,6.7266,6,SEC,0.9166666666666666,0.47243422233807403,0.5910042511959055,32,SEC,0.6158265234169059,25,4,0.6109807407407408,7.99,18,3,243,0.8021833333333336,19.252400000000005,2.97,12,28,19.3,0.7928916666666667,19.0294,13,19.7,20,0.3354000000000017,15,0.9046666666666667,0.8614973560655851,0.8814699628751985,0.4052879629102485,0.8638408310257627,8,0.8387602156310314,16,3-1,0-0,6-0,13-1,4,4,SEC,0.9166666666666666,24.0,0.03367916666666704,118.0,20.0,32,12.0,8.0937,42.0,14.0,42-14,8.429100000000002,0.9008916673119166,0.8779989817692082,4,97,98,94,98,98,98,98,98,96,98,96,94,98,98,98,95,98,93,96,96,96,96,93
8,Vanderbilt,22,694,198,0.285,9.0,31.545454545454547,0.28530259365994237,120,5.454545454545454,183.0,75,71,3.49,549,162,11,0.985,7.363636363636363,0.5,24,0.402,1.0909090909090908,171,7.7727272727272725,308,0.444,12.2,3.84,1.08,/baseball/2025/schedule/Vanderbilt,19-5,1641.58,10,+6,0.8460000000000001,0.819,0.36490104772991855,16.98535487909822,0.27118803533282637,1.488256397123257,1.7594444324560834,0.1585014409221902,111.66659150835716,0.13969732246798602,0.2535410764872521,3.6885245901639347,0.5052856839540939,0.7680804886202632,3.19,5.54,17.9226,19,5,0.3996541666666667,9.591700000000001,0.22526129032258072,6.983100000000002,11,SEC,0.7916666666666666,0.5565541874008694,0.5634304193272998,8,SEC,0.6205183934968802,24,10,0.8131468981481481,9.41,8,5,37,0.6764416666666665,16.234599999999997,3.09,11,8,9.0,0.6629458333333335,15.910700000000002,11,9.0,8,0.9180000000000019,9,0.8320000000000001,0.8865234517626948,0.892167057958,0.7608392967204877,0.8618943711144952,9,0.8802594459652081,10,3-2,4-1,7-2,5-0,11,11,SEC,0.7916666666666666,24.0,0.04489166666666666,98.0,17.0,31,14.0,5.469000000000001,36.0,19.0,36-19,6.387000000000003,0.8592812052994706,0.8407185072207862,10,96,96,96,95,64,64,60,73,94,97,98,92,63,64,84,54,63,86,66,96,96,94,95
9,Arizona,20,643,197,0.306,9.85,32.15,0.30637636080870917,92,4.6,172.0,77,69,3.61,516,169,14,0.98,8.45,0.7,27,0.407,1.35,143,7.15,316,0.491,10.1,2.72,1.27,/baseball/2025/schedule/Arizona,17-5,1634.9,12,,0.8979999999999999,0.756,0.3820102432778489,43.46831389539475,0.6940147396642784,1.0249012212925843,1.7189159609568627,0.18506998444790046,132.83857410574217,0.117797695262484,0.2796352583586626,4.029069767441861,0.6039496837399534,0.7726135615536538,3.71,5.26,15.243500000000004,17,5,0.3923545454545454,8.631799999999998,0.36256562500000006,11.602100000000002,22,Big 12,0.7727272727272727,0.6356766834741663,0.5551963440102792,24,Big 12,0.6549284586893557,6,12,0.7835287121212122,8.37,14,49,33,0.63885,14.0547,3.23,9,14,12.3,0.6260363636363636,13.7728,9,12.3,12,0.8106000000000027,11,0.8133333333333332,0.8819099902490153,0.9706193025630604,0.7749328689988555,0.8525105217385782,10,0.8765783292493897,11,2-5,3-0,3-0,9-0,17,17,Big 12,0.7727272727272727,22.0,0.07984090909090891,67.0,23.0,32,9.0,4.5913,40.0,14.0,40-14,5.401900000000003,0.8392085026265064,0.8230571362985373,12,96,94,96,88,77,77,83,59,86,85,89,90,76,77,83,73,76,52,92,92,95,95,98
